Ticker,Company,Country,BICS_L1,BICS_L2,BICS_L3,tags_en,tags_it
MARA,MARA HOLDINGS INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
UMBF,UMB FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
EGBN,EAGLE BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
PFIS,PEOPLES FINANCIAL SERVICES,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
SCVL,SHOE CARNIVAL INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
TCMD,TACTILE SYSTEMS TECHNOLOGY I,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ROP,ROPER TECHNOLOGIES INC,US,Technology,Software & Tech Services,Software,other,altro
LINC,LINCOLN EDUCATIONAL SERVICES,US,Consumer Discretionary,Consumer Discretionary Services,Consumer Services,consumer;retail;autos,consumi;retail;auto
LYB,LYONDELLBASELL INDU-CL A,US,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
ORGO,ORGANOGENESIS HOLDINGS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SIGI,SELECTIVE INSURANCE GROUP,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
CGON,CG ONCOLOGY INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AZO,AUTOZONE INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
LUNR,INTUITIVE MACHINES INC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
EXC,EXELON CORP,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
AKAM,AKAMAI TECHNOLOGIES INC,US,Technology,Software & Tech Services,Software,other,altro
NAGE,NIAGEN BIOSCIENCE INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ISBA,ISABELLA BANK CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
GLUE,MONTE ROSA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MKTX,MARKETAXESS HOLDINGS INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
ARCT,ARCTURUS THERAPEUTICS HOLDIN,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
WEYS,WEYCO GROUP INC,US,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,consumer;retail;autos,consumi;retail;auto
AMSC,AMERICAN SUPERCONDUCTOR CORP,US,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
NGNE,NEUROGENE INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NMRA,NEUMORA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ASTH,ASTRANA HEALTH INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ALMS,ALUMIS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
HALO,HALOZYME THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
KLTR,KALTURA INC,US,Technology,Software & Tech Services,Software,other,altro
BLTE,BELITE BIO INC - ADR,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CATY,CATHAY GENERAL BANCORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
SFST,SOUTHERN FIRST BANCSHARES,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
CERT,CERTARA INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NCNO,NCINO INC,US,Technology,Software & Tech Services,Software,other,altro
ARHS,ARHAUS INC,US,Consumer Discretionary,Consumer Discretionary Products,Home & Office Products,consumer;retail;autos,consumi;retail;auto
EOSE,EOS ENERGY ENTERPRISES INC,US,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
VSEC,VSE CORP,US,Industrials,Industrial Services,Industrial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
NRDS,NERDWALLET INC-CL A,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
HOND,HCM II ACQUISITION CORP-CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
HSTM,HEALTHSTREAM INC,US,Communications,Media,Internet Media & Services,other,altro
WING,WINGSTOP INC,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
PAHC,PHIBRO ANIMAL HEALTH CORP-A,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
KTOS,KRATOS DEFENSE & SECURITY,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
DLR,DIGITAL REALTY TRUST INC,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
BRKR,BRUKER CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TLSI,TRISALUS LIFE SCIENCES INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LIND,LINDBLAD EXPEDITIONS HOLDING,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
BMRN,BIOMARIN PHARMACEUTICAL INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
HD,HOME DEPOT INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
TXT,TEXTRON INC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
LXEO,LEXEO THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NEWT,NEWTEKONE INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
ARRY,ARRAY TECHNOLOGIES INC,US,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
EFSC,ENTERPRISE FINANCIAL SERVICE,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
HOLX,HOLOGIC INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ORIC,ORIC PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
EXE,EXPAND ENERGY CORP,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
GBFH,GBANK FINANCIAL HOLDINGS INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
FISI,FINANCIAL INSTITUTIONS INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
POWL,POWELL INDUSTRIES INC,US,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
LTBR,LIGHTBRIDGE CORP,US,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
CFG,CITIZENS FINANCIAL GROUP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
LYEL,LYELL IMMUNOPHARMA INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NYMT,NEW YORK MORTGAGE TRUST INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
INGN,INOGEN INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
A,AGILENT TECHNOLOGIES INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
EVGO,EVGO INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
BWMN,BOWMAN CONSULTING GROUP LTD,US,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
FIVN,FIVE9 INC,US,Technology,Software & Tech Services,Software,other,altro
ACAD,ACADIA PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ANET,ARISTA NETWORKS INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
HPQ,HP INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
ATLN,ATLANTIC INTERNATIONAL CORP,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
DOX,AMDOCS LTD,US,Technology,Software & Tech Services,IT Services,other,altro
ISSC,INNOVATIVE SOLUTIONS & SUPP,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
VRSN,VERISIGN INC,US,Communications,Media,Internet Media & Services,other,altro
MCO,MOODY'S CORP,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
AHCO,ADAPTHEALTH CORP,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
USLM,UNITED STATES LIME & MINERAL,US,Materials,Materials,Construction Materials,materials;chemicals;metals,materiali;chimica;metalli
BEN,FRANKLIN RESOURCES INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
PGEN,PRECIGEN INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TSN,TYSON FOODS INC-CL A,US,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
SPRY,ARS PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FTDR,FRONTDOOR INC,US,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
NTLA,INTELLIA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MGEE,MGE ENERGY INC,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
AEE,AMEREN CORPORATION,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
BNTC,BENITEC BIOPHARMA INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SCPH,SCPHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SLDE,SLIDE INSURANCE HOLDINGS INC,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
LINE,LINEAGE INC,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
TRMB,TRIMBLE INC,US,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
SVII,SPRING VALLEY ACQUISITION-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
MYRG,MYR GROUP INC/DELAWARE,US,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
PUBM,PUBMATIC INC-CLASS A,US,Technology,Software & Tech Services,Software,other,altro
RIOT,RIOT PLATFORMS INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
PKBK,PARKE BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
RARE,ULTRAGENYX PHARMACEUTICAL IN,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LKFN,LAKELAND FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
TASK,TASKUS INC-A,US,Technology,Software & Tech Services,IT Services,other,altro
NODK,NI HOLDINGS INC,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
CWBC,COMMUNITY WEST BANCSHARES,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
TARS,TARSUS PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ROST,ROSS STORES INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
RLAY,RELAY THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TEM,TEMPUS AI INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TMUS,T-MOBILE US INC,US,Communications,Telecommunications,Telecommunications,other,altro
SBRA,SABRA HEALTH CARE REIT INC,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
JBHT,HUNT (JB) TRANSPRT SVCS INC,US,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
CDXS,CODEXIS INC,US,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
NKE,NIKE INC -CL B,US,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,consumer;retail;autos,consumi;retail;auto
BK,BANK OF NEW YORK MELLON CORP,US,Financials,Financial Services,Institutional Financial Svcs,banks;insurance;finance,banche;assicurazioni;finanza
TVRD,TVARDI THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
GEOS,GEOSPACE TECHNOLOGIES CORP,US,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
WST,WEST PHARMACEUTICAL SERVICES,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SEZL,SEZZLE INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
CYTK,CYTOKINETICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MACI,MELAR ACQUISITION CORP I-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
BLDR,BUILDERS FIRSTSOURCE INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
RRR,RED ROCK RESORTS INC-CLASS A,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
LASR,NLIGHT INC,US,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
NWE,NORTHWESTERN ENERGY GROUP IN,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
GOOD,GLADSTONE COMMERCIAL CORP,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
APPN,APPIAN CORP-A,US,Technology,Software & Tech Services,Software,other,altro
RXRX,RECURSION PHARMACEUTICALS-A,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ROL,ROLLINS INC,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
NESR,NATIONAL ENERGY SERVICES REU,US,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
ATII,ARCHIMEDES TECH SPAC PARTNER,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
EVLV,EVOLV TECHNOLOGIES HOLDINGS,US,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
IPCX,INFLECTION POINT ACQUISITI-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
MTB,M & T BANK CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
CORT,CORCEPT THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MKTW,MARKETWISE INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
ALEC,ALECTOR INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
VICR,VICOR CORP,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
CHTR,CHARTER COMMUNICATIONS INC-A,US,Communications,Media,Cable & Satellite,other,altro
EXR,EXTRA SPACE STORAGE INC,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
MNMD,MIND MEDICINE MINDMED INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
KALU,KAISER ALUMINUM CORP,US,Materials,Materials,Metals & Mining,materials;chemicals;metals,materiali;chimica;metalli
WMG,WARNER MUSIC GROUP CORP-CL A,US,Communications,Media,Entertainment Content,other,altro
HNST,HONEST CO INC/THE,US,Consumer Staples,Consumer Staple Products,Household Products,food;beverages;household,alimentari;bevande;casa
DORM,DORMAN PRODUCTS INC,US,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
ROIV,ROIVANT SCIENCES LTD,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
DMLP,DORCHESTER MINERALS LP,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
