Ticker,Name,Market Cap,GICS Sector,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,Cntry Terrtry Of Dom,Security
GDRX US Equity,GOODRX HOLDINGS INC-CLASS A,"1778943929,52","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,#N/A N/A,US,GoodRx Holdings Inc
HLT US Equity,HILTON WORLDWIDE HOLDINGS IN,"63302397184,44","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Lodging,Hotel & Motel (excl Casino Hotel),US,Hilton Worldwide Holdings Inc
ZBH US Equity,ZIMMER BIOMET HOLDINGS INC,"20316723635,41","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,Orthopedic Devices,US,Zimmer Biomet Holdings Inc
DPZ US Equity,DOMINO'S PIZZA INC,"15102177714,06","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Restaurants,Limited Service Restaurants,US,Domino's Pizza Inc
SPTN US Equity,SPARTANNASH CO,"900625260,12","30,00",Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Food & Drug Stores,Supermarkets,US,SpartanNash Co
AVBH US Equity,AVIDBANK HOLDINGS INC,"254636860,83","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Avidbank Holdings Inc
MCW US Equity,MISTER CAR WASH INC,"1891650967,43","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Automotive Retailers,Auto Repair Centers,US,Mister Car Wash Inc
NEGG US Equity,NEWEGG COMMERCE INC,"2037492080,24","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,E-Commerce Discretionary,Specialty Online Retailers,Consumer Electronics - Online,US,Newegg Commerce Inc
MGRM US Equity,MONOGRAM TECHNOLOGIES INC,"216164199,42","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,#N/A N/A,US,Monogram Technologies Inc
CAEP US Equity,CANTOR EQUITY PARTNERS III-A,"367638383,94",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Cantor Equity Partners III Inc
RMBS US Equity,RAMBUS INC,"8152383380,21","45,00",Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,#N/A N/A,US,Rambus Inc
COLM US Equity,COLUMBIA SPORTSWEAR CO,"2947177380,49","25,00",Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Apparel Design,US,Columbia Sportswear Co
RICK US Equity,RCI HOSPITALITY HOLDINGS INC,"317424793,71","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Entertainment Facilities,Adult Nightclubs,US,RCI Hospitality Holdings Inc
ITIC US Equity,INVESTORS TITLE CO,"448128950,25","40,00",Financials,Financial Services,Specialty Finance,Mortgage Finance,Title Insurance,US,Investors Title Co
SHBI US Equity,SHORE BANCSHARES INC,"532004644,39","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Shore Bancshares Inc
BBOT US Equity,BRIDGEBIO ONCOLOGY THERAPEUT,"956696250,76",,Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,BridgeBio Oncology Therapeutic
CMPO US Equity,COMPOSECURE INC-A,"1918575652,69","45,00",Financials,Financial Services,Specialty Finance,Other Financial Services,Financial Transaction Processors,US,CompoSecure Inc
PFE US Equity,PFIZER INC,"142536749299,91","35,00",Health Care,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A,US,Pfizer Inc
GLPI US Equity,GAMING AND LEISURE PROPERTIE,"13174034007,78","60,00",Real Estate,Real Estate,REIT,Gaming REIT,#N/A N/A,US,Gaming and Leisure Properties
AMRK US Equity,A-MARK PRECIOUS METALS INC,"580897526,00","25,00",Materials,Materials,Metals & Mining,Metals & Ore Whslrs & Traders,#N/A N/A,US,A-Mark Precious Metals Inc
CLDX US Equity,CELLDEX THERAPEUTICS INC,"1625632166,72","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Celldex Therapeutics Inc
C US Equity,CITIGROUP INC,"173449402196,75","40,00",Financials,Banking,Banking,Diversified Banks,#N/A N/A,US,Citigroup Inc
OSIS US Equity,OSI SYSTEMS INC,"3881864043,23","45,00",Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,Security Devices,US,OSI Systems Inc
CTLP US Equity,CANTALOUPE INC,"801049382,59","40,00",Technology,Software & Tech Services,Software,Application Software,Enterprise Software,US,Cantaloupe Inc
BX US Equity,BLACKSTONE INC,"209024650446,60","40,00",Financials,Financial Services,Asset Management,Private Equity,#N/A N/A,US,Blackstone Inc
ORKA US Equity,ORUKA THERAPEUTICS INC,"571123861,25","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Oruka Therapeutics Inc
CARG US Equity,CARGURUS INC,"3215037461,13","50,00",Communications,Media,Internet Media & Services,Internet Media & Services,Automotive Web,US,Cargurus Inc
CHRD US Equity,CHORD ENERGY CORP,"5823721400,29","10,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Exploration & Production,Crude Oil & Natural Gas E&P,US,Chord Energy Corp
TSBK US Equity,TIMBERLAND BANCORP INC,"255712607,26","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Timberland Bancorp Inc/WA
TKO US Equity,TKO GROUP HOLDINGS INC,"36795712681,44","50,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Entertainment Facilities,Pro Sports & Related Activities,US,TKO Group Holdings Inc
SJM US Equity,JM SMUCKER CO/THE,"11892029493,95","30,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,#N/A N/A,US,J M Smucker Co/The
SNDK US Equity,SANDISK CORP,"6614053426,35","45,00",Technology,Tech Hardware & Semiconductors,Technology Hardware,Computer Hardware & Storage,Computer Storage,US,Sandisk Corp/DE
UNIT US Equity,UNITI GROUP INC,"1522830362,50","50,00",Industrials,Industrial Services,Engineering & Construction,Infrastructure Construction,Communication Infra Const,US,Uniti Group Inc
FICO US Equity,FAIR ISAAC CORP,"32408296463,46","45,00",Financials,Financial Services,Specialty Finance,Other Financial Services,Financial Info Services,US,Fair Isaac Corp
CWST US Equity,CASELLA WASTE SYSTEMS INC-A,"6190955182,76","20,00",Industrials,Industrial Services,Commercial Support Services,Waste Management,Solid Waste Collection & Treat,US,Casella Waste Systems Inc
LOPE US Equity,GRAND CANYON EDUCATION INC,"5599185484,93","25,00",Consumer Discretionary,Consumer Discretionary Services,Consumer Services,Educational Services,"College, University & Pro Schools",US,Grand Canyon Education Inc
ATEC US Equity,ALPHATEC HOLDINGS INC,"2347022620,69","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,Orthopedic Devices,US,Alphatec Holdings Inc
GT US Equity,GOODYEAR TIRE & RUBBER CO,"2399929914,39","25,00",Consumer Discretionary,Consumer Discretionary Products,Automotive,Auto Parts,Tire,US,Goodyear Tire & Rubber Co/The
AJG US Equity,ARTHUR J GALLAGHER & CO,"75512366503,91","40,00",Financials,Insurance,Insurance,Insurance Brokers & Services,#N/A N/A,US,Arthur J Gallagher & Co
WVE US Equity,WAVE LIFE SCIENCES LTD,"1550871537,70","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,WaVe Life Sciences Ltd
CTKB US Equity,CYTEK BIOSCIENCES INC,"516528531,40","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Cytek Biosciences Inc
WERN US Equity,WERNER ENTERPRISES INC,"1668069187,75","20,00",Industrials,Industrial Services,Transportation & Logistics,Trucking,Asset-Based Truckload,US,Werner Enterprises Inc
NWS US Equity,NEWS CORP - CLASS B,"17569699598,36","50,00",Communications,Media,Publishing & Broadcasting,Publishing,Newspaper Publishers,US,News Corp
TXG US Equity,10X GENOMICS INC-CLASS A,"1675639981,15","35,00",Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,#N/A N/A,US,10X Genomics Inc
VKTX US Equity,VIKING THERAPEUTICS INC,"4732808425,65","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Viking Therapeutics Inc
OPOF US Equity,OLD POINT FINANCIAL CORP,"212608539,65","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Old Point Financial Corp
HFWA US Equity,HERITAGE FINANCIAL CORP,"792807092,85","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Heritage Financial Corp/WA
KRYS US Equity,KRYSTAL BIOTECH INC,"4234358208,63","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Krystal Biotech Inc
BMY US Equity,BRISTOL-MYERS SQUIBB CO,"98087650237,97","35,00",Health Care,Health Care,Biotech & Pharma,Large Pharma,#N/A N/A,US,Bristol-Myers Squibb Co
NVAX US Equity,NOVAVAX INC,"1577114179,15","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Novavax Inc
IBEX US Equity,IBEX LTD,"389270688,60","20,00",Technology,Software & Tech Services,Software,Application Software,#N/A N/A,US,IBEX Holdings Ltd
CGCT US Equity,CARTESIAN GROWTH CORP I-CL A,"345931500,00",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,CARTESIAN GROWTH CORP III
CRAI US Equity,CRA INTERNATIONAL INC,"1226484836,00","20,00",Industrials,Industrial Services,Commercial Support Services,Professional Services,#N/A N/A,US,CRA International Inc
BAND US Equity,BANDWIDTH INC-CLASS A,"433126813,20","50,00",Technology,Software & Tech Services,Software,Infrastructure Software,Cloud & Virtualization Software,US,Bandwidth Inc
GSBC US Equity,GREAT SOUTHERN BANCORP INC,"676188897,49","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Great Southern Bancorp Inc
OSPN US Equity,ONESPAN INC,"531945757,75","45,00",Technology,Software & Tech Services,Software,Infrastructure Software,Security Software,US,OneSpan Inc
BANR US Equity,BANNER CORPORATION,"2217212444,33","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Banner Corp
ADEA US Equity,ADEIA INC,"1651465871,52","45,00",Technology,Software & Tech Services,Software,Infrastructure Software,#N/A N/A,US,Adeia Inc
LGIH US Equity,LGI HOMES INC,"1506751062,07","25,00",Consumer Discretionary,Consumer Discretionary Products,Home Construction,Homebuilding,#N/A N/A,US,LGI Homes Inc
WENN US Equity,WEN ACQUISITION CORP-A,"379126951,58",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Wen Acquisition Corp
ZD US Equity,ZIFF DAVIS INC,"1518747564,66","50,00",Communications,Media,Internet Media & Services,Internet Media & Services,#N/A N/A,US,Ziff Davis Inc
MARA US Equity,MARA HOLDINGS INC,"5960667345,73","45,00",Financials,Financial Services,Asset Management,Investment Companies,Cryptocurrency Investment Co,US,MARA Holdings Inc
UMBF US Equity,UMB FINANCIAL CORP,"8782621116,82","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,UMB Financial Corp
EGBN US Equity,EAGLE BANCORP INC,"552108156,57","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Eagle Bancorp Inc
PFIS US Equity,PEOPLES FINANCIAL SERVICES,"499235072,83","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Peoples Financial Services Cor
SCVL US Equity,SHOE CARNIVAL INC,"568583225,54","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Specialty Apparel Stores,Footwear Stores,US,Shoe Carnival Inc
TCMD US Equity,TACTILE SYSTEMS TECHNOLOGY I,"280435182,40","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,#N/A N/A,US,Tactile Systems Technology Inc
ROP US Equity,ROPER TECHNOLOGIES INC,"57280689391,47","45,00",Technology,Software & Tech Services,Software,Application Software,#N/A N/A,US,Roper Technologies Inc
LINC US Equity,LINCOLN EDUCATIONAL SERVICES,"604543930,14","25,00",Consumer Discretionary,Consumer Discretionary Services,Consumer Services,Educational Services,"College, University & Pro Schools",US,Lincoln Educational Services C
LYB US Equity,LYONDELLBASELL INDU-CL A,"17031284560,95","15,00",Materials,Materials,Chemicals,Basic & Diversified Chemicals,Organic Chem & Intermediates,US,LyondellBasell Industries NV
ORGO US Equity,ORGANOGENESIS HOLDINGS INC,"581008297,54","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Organogenesis Holdings Inc
SIGI US Equity,SELECTIVE INSURANCE GROUP,"4611235962,84","40,00",Financials,Insurance,Insurance,P&C Insurance,#N/A N/A,US,Selective Insurance Group Inc
CGON US Equity,CG ONCOLOGY INC,"1992349227,54","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,CG oncology Inc
AZO US Equity,AUTOZONE INC,"67583167307,47","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Automotive Retailers,Auto Parts & Accessories Stores,US,AutoZone Inc
LUNR US Equity,INTUITIVE MACHINES INC,"1622766590,48","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,Missile & Space Vehicles,US,Intuitive Machines Inc
EXC US Equity,EXELON CORP,"44419567808,00","55,00",Utilities,Utilities,Electric Utilities,Electric Transmission & Dist,Electric Distribution,US,Exelon Corp
AKAM US Equity,AKAMAI TECHNOLOGIES INC,"10794062372,81","45,00",Technology,Software & Tech Services,Software,Infrastructure Software,#N/A N/A,US,Akamai Technologies Inc
NAGE US Equity,NIAGEN BIOSCIENCE INC,"807099915,71","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Niagen Bioscience Inc
ISBA US Equity,ISABELLA BANK CORP,"239197107,50","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Isabella Bank Corp
GLUE US Equity,MONTE ROSA THERAPEUTICS INC,"281622632,47","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Monte Rosa Therapeutics Inc
MKTX US Equity,MARKETAXESS HOLDINGS INC,"6972453679,53","40,00",Financials,Financial Services,Specialty Finance,Other Financial Services,Financial Info Services,US,MarketAxess Holdings Inc
ARCT US Equity,ARCTURUS THERAPEUTICS HOLDIN,"486337610,25","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Arcturus Therapeutics Holdings
WEYS US Equity,WEYCO GROUP INC,"279599198,49","25,00",Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,"Apparel, Footwear & Acc Design",Footwear Design,US,Weyco Group Inc
AMSC US Equity,AMERICAN SUPERCONDUCTOR CORP,"2414303062,61","20,00",Industrials,Industrial Products,Electrical Equipment,Electrical Power Equipment,Power Trans & Distr Equip,US,American Superconductor Corp
NGNE US Equity,NEUROGENE INC,"374956489,99","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,Neurogene Inc
NMRA US Equity,NEUMORA THERAPEUTICS INC,"265590497,96","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Neumora Therapeutics Inc
ASTH US Equity,ASTRANA HEALTH INC,"1678446310,14","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Health Care Services,#N/A N/A,US,Astrana Health Inc
ALMS US Equity,ALUMIS INC,"504711854,78","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Alumis Inc
HALO US Equity,HALOZYME THERAPEUTICS INC,"8065975252,91","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Halozyme Therapeutics Inc
KLTR US Equity,KALTURA INC,"228647415,55","45,00",Technology,Software & Tech Services,Software,Application Software,#N/A N/A,US,Kaltura Inc
BLTE US Equity,BELITE BIO INC - ADR,"2132529359,70","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Belite Bio Inc
CATY US Equity,CATHAY GENERAL BANCORP,"3292301473,13","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Cathay General Bancorp
SFST US Equity,SOUTHERN FIRST BANCSHARES,"341463057,83","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Southern First Bancshares Inc
CERT US Equity,CERTARA INC,"1795771673,42","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Certara Inc
NCNO US Equity,NCINO INC,"3253320560,64","45,00",Technology,Software & Tech Services,Software,Application Software,#N/A N/A,US,nCino Inc
ARHS US Equity,ARHAUS INC,"1748087652,22","25,00",Consumer Discretionary,Consumer Discretionary Products,Home & Office Products,Furniture,#N/A N/A,US,Arhaus Inc
EOSE US Equity,EOS ENERGY ENTERPRISES INC,"1644873306,15","20,00",Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment,Other Renewable Energy Equip,US,Eos Energy Enterprises Inc
VSEC US Equity,VSE CORP,"3405803455,64","20,00",Industrials,Industrial Services,Industrial Support Services,Industrial Wholesale & Rental,Industrial Machinery Whslrs,US,VSE Corp
NRDS US Equity,NERDWALLET INC-CL A,"773681112,45","40,00",Financials,Financial Services,Specialty Finance,Consumer Finance,#N/A N/A,US,NerdWallet Inc
HOND US Equity,HCM II ACQUISITION CORP-CL A,"338387513,16",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,HCM II Acquisition Corp
HSTM US Equity,HEALTHSTREAM INC,"790827402,76","35,00",Communications,Media,Internet Media & Services,Internet Media & Services,Education Information Web,US,HealthStream Inc
WING US Equity,WINGSTOP INC,"9483744367,74","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Restaurants,Limited Service Restaurants,US,Wingstop Inc
PAHC US Equity,PHIBRO ANIMAL HEALTH CORP-A,"1266675250,00","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,Phibro Animal Health Corp
KTOS US Equity,KRATOS DEFENSE & SECURITY,"11602933569,42","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,Electronics & Mission Systems,US,Kratos Defense & Security Solu
DLR US Equity,DIGITAL REALTY TRUST INC,"57367296028,97","60,00",Real Estate,Real Estate,REIT,Data Center REIT,#N/A N/A,US,Digital Realty Trust Inc
BRKR US Equity,BRUKER CORP,"5194871312,26","35,00",Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,Life Science Equipment,US,Bruker Corp
TLSI US Equity,TRISALUS LIFE SCIENCES INC,"242354987,46","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,TriSalus Life Sciences Inc
LIND US Equity,LINDBLAD EXPEDITIONS HOLDING,"750611344,55","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Cruise Lines,#N/A N/A,US,Lindblad Expeditions Holdings
BMRN US Equity,BIOMARIN PHARMACEUTICAL INC,"11029318417,75","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,BioMarin Pharmaceutical Inc
HD US Equity,HOME DEPOT INC,"392698087824,62","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Home Products Stores,Home Improvement Stores,US,Home Depot Inc/The
TXT US Equity,TEXTRON INC,"14090692621,27","20,00",Industrials,Industrial Products,Aerospace & Defense,Aircraft & Parts,Aircraft,US,Textron Inc
LXEO US Equity,LEXEO THERAPEUTICS INC,"265685977,00","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Lexeo Therapeutics Inc
